method,seed,query,ro,parent_r2,child_r2
BIF (hot),5343420,11,0.8950288199056391,0.3791110235634666,0.3594641850634646
BIF (hot),5343420,12,0.8950288199056391,0.365753517849031,0.3668659102899285
BIF (hot),5343420,13,0.9562127116359054,0.41381970419244707,0.35661690033680526
BIF (hot),5343420,14,0.8950288199056391,0.40311928644276557,0.3693095850577388
BIF (hot),5343420,15,0.8950288199056391,0.403942663996472,0.36106273255776306
BIF (hot),5343420,16,0.8950288199056391,0.48714787976939056,0.35960421539984005
BIF (hot),5343420,17,0.9180920137656435,0.483314319968458,0.38259828107967087
BIF (hot),5343420,18,0.896153345554005,0.48461938330987503,0.36585539394337985
BIF (hot),5343420,19,0.9180920137656435,0.5285319885289416,0.36412361394163223
BIF (hot),2417321,0,0.4862427441647766,0.0,0.0
BIF (hot),2417321,1,0.8692995191632016,0.2993353878562453,0.2643494207629207
BIF (hot),2417321,2,0.8966468491260778,0.2659183364235594,0.28709881307560076
BIF (hot),2417321,3,0.926554547568781,0.32474128771667465,0.4681261419547844
BIF (hot),2417321,4,0.926554547568781,0.3294113835008891,0.38138398537174417
BIF (hot),2417321,5,0.926554547568781,0.23549602083099586,0.27656797866004784
BIF (hot),2417321,6,0.926554547568781,0.518951151733765,0.30303132321123566
BIF (hot),2417321,7,0.9277939049626113,0.502435941826169,0.31973460717443597
BIF (hot),2417321,8,0.9588240321261545,0.5357215573175935,0.30386527990545165
BIF (hot),2417321,9,0.9070338564725935,0.5125297175664121,0.3029620296682028
BIF (hot),2417321,10,0.956093000373373,0.5266557037595122,0.32922214601913136
BIF (hot),2417321,11,0.9271782470410156,0.5282466597406749,0.3356134291972599
BIF (hot),2417321,12,0.9271782470410156,0.5269227846220809,0.34748878341143774
BIF (hot),2417321,13,0.9271782470410156,0.5395116610096131,0.35479805436593737
BIF (hot),2417321,14,0.9886053956781086,0.5422636395354987,0.315193480353751
BIF (hot),2417321,15,0.9886053956781086,0.5821356126137536,0.3385321110224423
BIF (hot),2417321,16,0.9803463304141085,0.5912587688629148,0.3580695161234248
BIF (hot),2417321,17,0.9729584020703957,0.586424298917546,0.3667851525903425
BIF (hot),2417321,18,0.9719193844666958,0.5858005449400505,0.3795834491703998
BIF (hot),2417321,19,0.9719193844666958,0.5762591988865691,0.37700383218664574
BIF (hot),9891788,0,0.9766642321892834,0.0,0.0
BIF (hot),9891788,1,0.0,0.0671609121820349,0.3412434527232807
BIF (hot),9891788,2,0.8807468262635766,0.3298433457794637,0.4434375969213607
BIF (hot),9891788,3,0.8849716359597481,0.350965348924484,0.3339706932311344
BIF (hot),9891788,4,0.8849716359597481,0.41082850234783297,0.5768790250224969
BIF (hot),9891788,5,0.8849716359597481,0.31768674421693927,0.5488386109250128
BIF (hot),9891788,6,0.8992414208237711,0.43929494272151054,0.5224768851735762
BIF (hot),9891788,7,0.8989950218541121,0.45251646543518786,0.44455352283173516
BIF (hot),9891788,8,0.8989950218541121,0.45792299352855426,0.4572736427372385
BIF (hot),9891788,9,0.973682607611791,0.4547677248591565,0.4810188466510865
BIF (hot),9891788,10,0.973682607611791,0.4494672737663006,0.4624957162998401
BIF (hot),9891788,11,0.973682607611791,0.4436601604802381,0.5254794181303694
BIF (hot),9891788,12,0.973682607611791,0.4379081714235551,0.49265401711577983
BIF (hot),9891788,13,0.973682607611791,0.43625984341706264,0.4994536794367316
BIF (hot),9891788,14,0.973682607611791,0.391123328901871,0.5073926931826209
BIF (hot),9891788,15,0.8989950218541121,0.39449026429773776,0.5658348797621483
BIF (hot),9891788,16,0.8989950218541121,0.3965737294765539,0.5385858813269856
BIF (hot),9891788,17,0.8989950218541121,0.4460437096232247,0.5163929356463843
BIF (hot),9891788,18,0.8910748400490311,0.4639837147796712,0.5289059890509191
BIF (hot),9891788,19,0.8910748400490311,0.4588728219743483,0.5617998413489742
BIF (hot),9314146,0,0.46378860456888954,0.0,0.0
BIF (hot),9314146,1,0.9299138121514008,0.011561843741533908,0.1581909574410554
BIF (hot),9314146,2,0.9401933170134235,0.27789072306658663,0.24210156447972703
BIF (hot),9314146,3,0.8810019457889781,0.33137174983701884,0.24709827688988134
BIF (hot),9314146,4,0.8982603383320003,0.3710197303020966,0.3358492816867687
BIF (hot),9314146,5,0.8982603383320003,0.4050369425530005,0.40201528032886186
BIF (hot),9314146,6,0.9619812128074955,0.44278494362598636,0.38998443056243315
BIF (hot),9314146,7,0.9619812128074955,0.47419216984353224,0.3753667244990928
BIF (hot),9314146,8,0.9619812128074955,0.4745832622911185,0.3407281849747835
BIF (hot),9314146,9,0.9619812128074955,0.4707088258774618,0.3709126299121148
BIF (hot),9314146,10,0.9619812128074955,0.4729011366411696,0.35144087545182184
BIF (hot),9314146,11,0.9619812128074955,0.5058349195242511,0.32055335249653066
BIF (hot),9314146,12,0.9619812128074955,0.4736033558769927,0.3009213815112532
BIF (hot),9314146,13,0.9619812128074955,0.48451683829088654,0.3077224786807353
BIF (hot),9314146,14,0.9696944245373166,0.4991093987973352,0.31122131709509054
BIF (hot),9314146,15,0.9619812128074955,0.45434300575460806,0.3072679998494735
BIF (hot),9314146,16,0.9757435345533448,0.43743486844909946,0.3212412681096011
BIF (hot),9314146,17,0.9752322237395842,0.4655549277846983,0.3240846094037492
BIF (hot),9314146,18,0.9757435345533448,0.4126698865476203,0.3716793262475744
BIF (hot),9314146,19,0.9757435345533448,0.4492309961727272,0.35179182825731165
BIF (hot),9488226,0,0.2894494908872988,0.0,0.0
BIF (hot),9488226,1,0.9401933170134235,0.034357661206465835,0.22206000012807553
BIF (hot),9488226,2,0.9299138121514008,0.1370275329000931,0.24405300400391583
BIF (hot),9488226,3,0.926554547568781,0.4390133494227637,0.3710792946547592
BIF (hot),9488226,4,0.8810019457889781,0.442472278891519,0.2686290026560184
BIF (hot),9488226,5,0.8810019457889781,0.42003875461420437,0.26702861430239844
BIF (hot),9488226,6,0.8982603383320003,0.42273677510010577,0.38471216842911166
BIF (hot),9488226,7,0.8982603383320003,0.4920378651901363,0.42477104322558745
BIF (hot),9488226,8,0.8833368579467535,0.467911607351622,0.4575476423381947
BIF (hot),9488226,9,0.8976635327873991,0.479300441477643,0.5158970461673914
BIF (hot),9488226,10,0.8976635327873991,0.4852947849282961,0.4973780353355919
BIF (hot),9488226,11,0.8976635327873991,0.4950485616513527,0.5520395566431993
BIF (hot),9488226,12,0.8976635327873991,0.49479960883957147,0.6012602553230231
BIF (hot),9488226,13,0.896907560458215,0.49151623787424936,0.5946544108400567
BIF (hot),9488226,14,0.896907560458215,0.5185477002066861,0.6031677096363608
BIF (hot),9488226,15,0.896907560458215,0.5190725905393233,0.5678514468275877
BIF (hot),9488226,16,0.9018112154920952,0.5270085245099237,0.5536197941975678
BIF (hot),9488226,17,0.9697076851075754,0.5359507582556218,0.6180142331788995
BIF (hot),9488226,18,0.9697076851075754,0.5384362014698526,0.6243301293525114
BIF (hot),9488226,19,0.9697076851075754,0.5369416678331871,0.6040694398958846
BIF (hot),2697408,0,0.9399280723236827,0.0,0.0
BIF (hot),2697408,1,0.446665267472359,0.030210903380970485,0.4080252636632098
BIF (hot),2697408,2,0.511070898624112,0.11269432965644052,0.37927820357113584
BIF (hot),2697408,3,0.9672534211605577,0.1408498437846286,0.37872275210938217
BIF (hot),2697408,4,0.8770190083617748,0.43250438282118286,0.5471406398880821
BIF (hot),2697408,5,0.8770190083617748,0.3665408304059969,0.5332491443465902
BIF (hot),2697408,6,0.8910748400490311,0.37477541377625956,0.36508935628008166
BIF (hot),2697408,7,0.8910748400490311,0.41898644873732804,0.3415067178059502
BIF (hot),2697408,8,0.8910748400490311,0.4270630654823013,0.3427935796583681
BIF (hot),2697408,9,0.8910748400490311,0.5182054236589898,0.34133725453860203
BIF (hot),2697408,10,0.8770190083617748,0.5069865883949248,0.4456615911531232
BIF (hot),2697408,11,0.8770190083617748,0.5453446903853852,0.45340238907580727
BIF (hot),2697408,12,0.8770190083617748,0.5509449411851304,0.3690477424645285
BIF (hot),2697408,13,0.8992414208237711,0.5584710143939554,0.37974985274370426
BIF (hot),2697408,14,0.8992414208237711,0.5679176994037551,0.3665554947360975
BIF (hot),2697408,15,0.9588240321261545,0.5726201857802016,0.36937900697295406
BIF (hot),2697408,16,0.9588240321261545,0.5733662774456458,0.3958725241491856
