method,seed,query,ro,parent_r2,child_r2
BIF,9729091,8,0.989187934632731,0.1067629895760069,0.1140231467163207
BIF,9729091,9,0.9959004861707034,0.08885939816424532,0.22392909259861948
BIF,9729091,10,0.9959004861707034,0.09519550232538718,0.20205603115052423
BIF,9729091,11,0.9959004861707034,0.09676491722516432,0.23187878591648592
BIF,9729091,12,0.9959004861707034,0.09882832353481918,0.2797119331461171
BIF,9729091,13,0.9959004861707034,0.08534908029123628,0.29707894623987374
BIF,9729091,14,0.9959004861707034,0.08501650160482029,0.30100518764806594
BIF,9729091,15,0.9959004861707034,0.09210461375634023,0.28155418195276927
BIF,9729091,16,0.9959004861707034,0.05003439635142704,0.29107764102671463
BIF,9729091,17,0.9458387520487633,0.05953804349100299,0.2751054269006591
BIF,9729091,18,0.9471871193677512,0.06305620555710925,0.22527070202892294
BIF,9729091,19,0.9471871193677512,0.06727354605324544,0.2156743732706507
BIF,5830471,0,0.9197252247087814,0.0,0.0
BIF,5830471,1,0.9374141348564523,0.0,0.0
BIF,5830471,2,0.9374141348564523,0.0,0.0
BIF,5830471,3,0.9790219798673182,0.07138164995918929,0.30070027253633475
BIF,5830471,4,0.9471871193677512,0.11206944259465844,0.37472007524939505
BIF,5830471,5,0.9373077154031392,0.09181839961439349,0.38298012756203736
BIF,5830471,6,0.9822353251137619,0.09118037114708973,0.32774979216740635
BIF,5830471,7,0.9903341312668322,0.061544033784913826,0.4129248690442582
BIF,5830471,8,0.9903341312668322,0.06096305407364965,0.4019505904663098
BIF,5830471,9,0.9903341312668322,0.015526801966784602,0.4349758038819598
BIF,5830471,10,0.8443844822647941,0.004253715050056997,0.5086745445634128
BIF,5830471,11,0.8907186582540731,0.003629515813355169,0.5404805497676646
BIF,5830471,12,0.8907186582540731,0.007092650520270414,0.5244212935031087
BIF,5830471,13,0.986654796912367,0.007096805511134814,0.4160770910700539
BIF,5830471,14,0.986654796912367,0.022836121005897398,0.41550375968821684
BIF,5830471,15,0.9903341312668322,0.025912453012316344,0.4270838153069029
BIF,5830471,16,0.9903341312668322,0.02703198481034142,0.41109380197945566
BIF,5830471,17,0.9959004861707034,0.03683817970134016,0.3286986494948807
BIF,5830471,18,0.9959004861707034,0.02606816382716818,0.3037157610620484
BIF,5830471,19,0.9959004861707034,0.027261394451070252,0.26063690087959795
BIF,5343420,0,0.9668391596812532,0.0,0.0
BIF,5343420,1,0.9633334072795254,0.0,0.0
BIF,5343420,2,0.9633334072795254,0.0,0.0
BIF,5343420,3,0.940204203296445,0.003314096340189149,0.16331908361109201
BIF,5343420,4,0.940204203296445,0.019226308881908825,0.26652877241325856
BIF,5343420,5,0.9154376637640191,0.015849121682027865,0.12989441929396617
BIF,5343420,6,0.9154376637640191,0.02059873116765485,0.11762218302666046
BIF,5343420,7,0.9154376637640191,0.02050463130670675,0.09645898716297319
BIF,5343420,8,0.9381112216902658,0.0698481708144196,0.1426073959746069
BIF,5343420,9,0.9381112216902658,0.07016695054604484,0.16605063949896626
BIF,5343420,10,0.9381112216902658,0.0776222150752214,0.16827622046006424
BIF,5343420,11,0.9070871000591896,0.07846152349185946,0.17867729940429145
BIF,5343420,12,0.9070871000591896,0.09396724935573028,0.17139053195712145
BIF,5343420,13,0.9381112216902658,0.08756669224635924,0.20244907285055228
BIF,5343420,14,0.9381112216902658,0.09134778458987373,0.20345731409989373
BIF,5343420,15,0.9381112216902658,0.08402783432111899,0.21193399990517475
BIF,5343420,16,0.9381112216902658,0.08188084622977694,0.21698074213560256
BIF,5343420,17,0.9381112216902658,0.07923578973280312,0.19457679982262752
BIF,5343420,18,0.9381112216902658,0.0942863730694617,0.18400262991654565
BIF,5343420,19,0.9381112216902658,0.1743010098458113,0.22517713914721058
BIF,2417321,0,0.8917611878886227,0.0,0.0
BIF,2417321,1,0.8917611878886227,0.0,0.0
BIF,2417321,2,0.8978365956490459,0.0,0.0
BIF,2417321,3,0.9154376637640191,0.03706321426630001,0.1046050403617533
BIF,2417321,4,0.899645437314879,0.011048476956886755,0.12198437619018843
BIF,2417321,5,0.940481793842041,0.03867377731059764,0.08274807238184136
BIF,2417321,6,0.8819517054462986,0.03602076209596291,0.02694040618579647
BIF,2417321,7,0.9307670181440635,0.09562533784360937,0.04159881263183119
BIF,2417321,8,0.9880324394346691,0.1105377595623958,0.2880441153090189
BIF,2417321,9,0.942438046158019,0.10189355399004459,0.25252723707862207
BIF,2417321,10,0.942438046158019,0.1063868080450801,0.24352355533069153
BIF,2417321,11,0.9903341312668322,0.14602058296947443,0.22511534123938828
BIF,2417321,12,0.942438046158019,0.13853760392504497,0.3093890992732382
BIF,2417321,13,0.942438046158019,0.13958478679173758,0.34786858161975664
BIF,2417321,14,0.942438046158019,0.21481637269562287,0.34851092478831347
BIF,2417321,15,0.942438046158019,0.2425507099346889,0.5274905583206538
BIF,2417321,16,0.9946664672112107,0.23830597259425382,0.483411485737125
BIF,2417321,17,0.9946664672112107,0.25658700510448457,0.47297317577821063
BIF,2417321,18,0.992060658799348,0.2410792102920375,0.5307859323581505
BIF,2417321,19,0.9946664672112107,0.23104724090897721,0.5140524184641762
BIF,9891788,0,0.9684306823128576,0.0,0.0
BIF,9891788,1,0.9684306823128576,0.0,0.0
BIF,9891788,2,0.9684306823128576,0.0,0.0
BIF,9891788,3,0.8827125125700589,0.0002106323653302914,0.11393694132803456
BIF,9891788,4,0.9301212491355144,0.0029715997366668574,0.047926786293297545
BIF,9891788,5,0.9414499349649043,0.004160209567669928,0.05820851527491531
BIF,9891788,6,0.9453031928654139,4.3602782010055954e-05,0.007820128091891447
BIF,9891788,7,0.9414499349649043,0.007919038812023204,0.009465833267110453
BIF,9891788,8,0.9483116182577602,0.019675387399063413,0.0044481054163831675
BIF,9891788,9,0.9483116182577602,0.043953491948428146,0.009591545682300463
BIF,9891788,10,0.9374651110884098,0.05620766613479337,0.1846104748195538
BIF,9891788,11,0.9374651110884098,0.07187609865570783,0.2289248173609409
BIF,9891788,12,0.9677101766302132,0.06777422031586663,0.24456955219891766
BIF,9891788,13,0.9677101766302132,0.05243081585240446,0.24450367183922841
BIF,9891788,14,0.9583170767217319,0.05350533158332309,0.38205172544065796
BIF,9891788,15,0.9583170767217319,0.10906286017626057,0.478184346120062
BIF,9891788,16,0.8849312005131887,0.10005290813661658,0.31232186051011995
BIF,9891788,17,0.9348021284967996,0.11820183497881248,0.2744166981639862
BIF,9891788,18,0.9736846567066423,0.10108741424079969,0.2310712104542348
BIF,9891788,19,0.9539592526613748,0.09384124219761539,0.2575682576448414
BIF,9314146,0,0.9491943413465846,0.0,0.0
